,loss,PYR,BC,OLM,PYR->BC_AMPA,PYR->OLM_AMPA,PYR->PYR_AMPA,BC->BC_GABA,BC->PYR_GABA,OLM->PYR_GABA,PYR->BC_NMDA,PYR->OLM_NMDA,PYR->PYR_NMDA,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.BC->BC_GABA.weight,config/netParams.connParams.BC->PYR_GABA.weight,config/netParams.connParams.OLM->PYR_GABA.weight,config/netParams.connParams.PYR->BC_AMPA.weight,config/netParams.connParams.PYR->BC_NMDA.weight,config/netParams.connParams.PYR->OLM_AMPA.weight,config/netParams.connParams.PYR->OLM_NMDA.weight,config/netParams.connParams.PYR->PYR_AMPA.weight,config/netParams.connParams.PYR->PYR_NMDA.weight,logdir
0,39.21997135416667,0.3825,9.585,5.94,0.059866249761219,0.015600296039099,0.086617748401347,0.037454637344617,0.095071479926685,0.073199662187198,0.015602708025603,0.005809303133207,0.060111900059309,62.00084662437439,False,1,2b8111d4,2023-09-20_01-40-04,1695188404,62.00084662437439,80437,grid,10.0.0.101,62.00084662437439,1,0.0374546373446174,0.09507147992668522,0.0731996621871987,0.059866249761219466,0.015602708025603209,0.015600296039099928,0.005809303133207778,0.08661774840134774,0.060111900059309144,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_2b8111d4_1_netParams_connParams_BC-_BC_GABA_weight=0.0375,netParams_connParams_BC-_PYR_GABA_weight=0.0951,netParams_connPa_2023-09-20_01-38-56"
1,525.3022916666666,10.46375,2.17,38.355,0.083244431637401,0.018183314895742,0.03042492005371,0.070807549707026,0.002059428845085,0.096991015306347,0.021234698728716,0.018341267580833,0.052476118406792,61.86643886566162,False,1,71c252df,2023-09-20_01-41-06,1695188466,61.86643886566162,80437,grid,10.0.0.101,61.86643886566162,1,0.07080754970702675,0.002059428845085949,0.09699101530634728,0.08324443163740138,0.02123469872871694,0.018183314895742857,0.01834126758083353,0.030424920053710815,0.05247611840679216,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_71c252df_2_netParams_connParams_BC-_BC_GABA_weight=0.0708,netParams_connParams_BC-_PYR_GABA_weight=0.0021,netParams_connPa_2023-09-20_01-40-05"
2,158.20434166666666,0.58875,9.075,22.275,0.013950246571343,0.036636817967525,0.078517810963339,0.043195069919192,0.029123622790663,0.061185677619343,0.029215172708873,0.045607542351719,0.019968178542053,46.79021692276001,False,1,8b31993e,2023-09-20_01-41-53,1695188513,46.79021692276001,80437,grid,10.0.0.101,46.79021692276001,1,0.04319506991919294,0.029123622790663994,0.06118567761934323,0.013950246571343531,0.029215172708873284,0.03663681796752588,0.04560754235171938,0.07851781096333997,0.019968178542053818,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_8b31993e_3_netParams_connParams_BC-_BC_GABA_weight=0.0432,netParams_connParams_BC-_PYR_GABA_weight=0.0291,netParams_connPa_2023-09-20_01-41-06"
3,297.2729270833334,0.45125,9.18,31.26,0.060754877645291,0.006506094246934,0.096563237675422,0.051423929606922,0.059241864471635,0.004645994821587,0.017053241844605,0.094888604839796,0.080839926414298,46.74406528472901,False,1,b2825d52,2023-09-20_01-42-40,1695188560,46.74406528472901,80437,grid,10.0.0.101,46.74406528472901,1,0.05142392960692275,0.05924186447163539,0.004645994821587052,0.06075487764529194,0.017053241844605466,0.006506094246934967,0.09488860483979608,0.09656323767542287,0.080839926414298,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_b2825d52_4_netParams_connParams_BC-_BC_GABA_weight=0.0514,netParams_connParams_BC-_PYR_GABA_weight=0.0592,netParams_connPa_2023-09-20_01-41-53"
4,106.75580208333334,1.20125,20.255,21.23,0.044015809221466,0.049518195834216,0.090932130887476,0.030462072303567,0.009768113728524,0.068423618418189,0.012204701446243,0.003439817723,0.02587873938002,51.61341571807861,False,1,7e4a1770,2023-09-20_01-43-32,1695188612,51.61341571807861,80437,grid,10.0.0.101,51.61341571807861,1,0.030462072303567896,0.00976811372852438,0.06842361841818918,0.0440158092214664,0.012204701446243037,0.04951819583421691,0.003439817723000725,0.09093213088747613,0.025878739380020093,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_7e4a1770_5_netParams_connParams_BC-_BC_GABA_weight=0.0305,netParams_connParams_BC-_PYR_GABA_weight=0.0098,netParams_connPa_2023-09-20_01-42-40"
5,234.7658354166667,0.5962500000000001,10.935,28.36,0.054671481224048,0.096958493191828,0.093949954657477,0.066252565913113,0.031171795897865,0.052007282049759,0.018486260698097,0.077513507203288,0.089482840215414,46.75403261184693,False,1,efad7b6d,2023-09-20_01-44-19,1695188659,46.75403261184693,80437,grid,10.0.0.101,46.75403261184693,1,0.06625256591311385,0.03117179589786501,0.052007282049759906,0.05467148122404863,0.01848626069809718,0.0969584931918281,0.0775135072032881,0.09394995465747735,0.08948284021541446,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_efad7b6d_6_netParams_connParams_BC-_BC_GABA_weight=0.0663,netParams_connParams_BC-_PYR_GABA_weight=0.0312,netParams_connPa_2023-09-20_01-43-32"
6,697.3953046875,2.3525,13.05,48.71,0.019599090259052,0.032533707745995,0.027135631828357,0.059790399981129,0.092187501628076,0.008850161712689,0.004523683663764,0.038868340291658,0.082873922177683,46.58265972137451,False,1,fa43a0b6,2023-09-20_01-45-05,1695188705,46.58265972137451,80437,grid,10.0.0.101,46.58265972137451,1,0.059790399981129706,0.09218750162807667,0.008850161712689897,0.019599090259052102,0.004523683663764896,0.03253370774599567,0.03886834029165851,0.02713563182835782,0.08287392217768379,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_fa43a0b6_7_netParams_connParams_BC-_BC_GABA_weight=0.0598,netParams_connParams_BC-_PYR_GABA_weight=0.0922,netParams_connPa_2023-09-20_01-44-19"
7,83.81717135416667,0.2225,10.385,15.9,0.014093281573251,0.007455989817333,0.077224704684896,0.035675975916032,0.028094170034228,0.054270065619741,0.080219895878423,0.098688706773115,0.019872369437735,51.86952209472656,False,1,a2149218,2023-09-20_01-45-57,1695188757,51.86952209472656,80437,grid,10.0.0.101,51.86952209472656,1,0.035675975916032235,0.028094170034228393,0.054270065619741695,0.01409328157325129,0.08021989587842322,0.007455989817333403,0.09868870677311513,0.07722470468489645,0.01987236943773571,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_a2149218_8_netParams_connParams_BC-_BC_GABA_weight=0.0357,netParams_connParams_BC-_PYR_GABA_weight=0.0281,netParams_connPa_2023-09-20_01-45-05"
8,269.6465838541667,5.78,1.03,24.765,0.07290098779693,0.007405391128757,0.011587790083453,0.000553206190243,0.081546327384054,0.070686027527417,0.077127263398247,0.035847214388698,0.086310479484133,46.80395770072937,False,1,2468cad2,2023-09-20_01-46-44,1695188804,46.80395770072937,80437,grid,10.0.0.101,46.80395770072937,1,0.0005532061902431164,0.08154632738405497,0.07068602752741787,0.07290098779693069,0.0771272633982479,0.0074053911287573024,0.03584721438869872,0.011587790083453446,0.08631047948413348,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_2468cad2_9_netParams_connParams_BC-_BC_GABA_weight=0.0006,netParams_connParams_BC-_PYR_GABA_weight=0.0815,netParams_connPa_2023-09-20_01-45-57"
9,226.3690963541667,0.5225000000000001,9.205,27.145,0.031098921189244,0.072960888227628,0.08872138704489,0.062330189384628,0.03309047158724,0.006356771470252,0.032519007019352,0.063756109578049,0.047222020301269,51.86822462081909,False,1,28d1be9d,2023-09-20_01-47-36,1695188856,51.86822462081909,80437,grid,10.0.0.101,51.86822462081909,1,0.06233018938462897,0.033090471587240065,0.0063567714702520775,0.031098921189244507,0.03251900701935268,0.07296088822762807,0.06375610957804996,0.08872138704489008,0.04722202030126977,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_28d1be9d_10_netParams_connParams_BC-_BC_GABA_weight=0.0623,netParams_connParams_BC-_PYR_GABA_weight=0.0331,netParams_connP_2023-09-20_01-46-44"
10,37.5967046875,0.3925,10.375,7.555,0.048464300349439,0.030277045139629,0.098980849916562,0.029930027195186,0.062577051458009,0.072442702256491,0.017909774575657,0.00743152275754,0.040015485867075,51.78727793693543,False,1,73b33d7d,2023-09-20_01-48-29,1695188909,51.78727793693543,80437,grid,10.0.0.101,51.78727793693543,1,0.029930027195186688,0.06257705145800908,0.07244270225649194,0.04846430034943913,0.017909774575657122,0.030277045139629217,0.007431522757540289,0.09898084991656238,0.04001548586707528,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_73b33d7d_11_netParams_connParams_BC-_BC_GABA_weight=0.0299,netParams_connParams_BC-_PYR_GABA_weight=0.0626,netParams_connP_2023-09-20_01-47-37"
11,76.86600468750001,0.605,6.54,10.49,0.007545655603603,0.042788685061218,0.096722658547482,0.076067664429411,0.072720943196434,0.062844899214053,0.028272345526462,0.002343661259414,0.021036178451417,51.80285310745239,False,1,fd05d682,2023-09-20_01-49-20,1695188960,51.80285310745239,80437,grid,10.0.0.101,51.80285310745239,1,0.07606766442941162,0.07272094319643448,0.06284489921405353,0.007545655603603047,0.028272345526462225,0.04278868506121852,0.0023436612594144803,0.09672265854748242,0.021036178451417004,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_fd05d682_12_netParams_connParams_BC-_BC_GABA_weight=0.0761,netParams_connParams_BC-_PYR_GABA_weight=0.0727,netParams_connP_2023-09-20_01-48-29"
12,30.08698333333334,0.12875,11.15,0.935,0.039996081462764,0.005562648926142,0.1,0.015358391808964,0.1,0.1,0.071963898556304,1e-06,1e-06,51.836809396743774,False,1,c9706e92,2023-09-20_01-50-13,1695189013,51.836809396743774,80437,grid,10.0.0.101,51.836809396743774,1,0.015358391808964597,0.1,0.1,0.039996081462764954,0.0719638985563044,0.005562648926142926,1e-06,0.1,1e-06,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_c9706e92_13_netParams_connParams_BC-_BC_GABA_weight=0.0154,netParams_connParams_BC-_PYR_GABA_weight=0.1000,netParams_connP_2023-09-20_01-49-21"
13,224.98471875000004,0.12625,45.505,3.31,0.064087581292418,0.1,0.1,0.000113442299653,0.1,0.1,0.022973616540322,1e-06,1e-06,51.84391164779663,False,1,f5405b2c,2023-09-20_01-51-05,1695189065,51.84391164779663,80437,grid,10.0.0.101,51.84391164779663,1,0.00011344229965319549,0.1,0.1,0.06408758129241877,0.02297361654032274,0.1,1e-06,0.1,1e-06,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_f5405b2c_14_netParams_connParams_BC-_BC_GABA_weight=0.0001,netParams_connParams_BC-_PYR_GABA_weight=0.1000,netParams_connP_2023-09-20_01-50-13"
14,582.4427604166667,1.11125,12.05,44.5,0.027067896737694,0.03004057396079,0.086114565276257,0.060351744813832,0.01990820269419,0.054122323437805,0.019003713511598,0.050898752134779,0.018872302881318,46.76753282546997,False,1,e3f151f8,2023-09-20_01-51-52,1695189112,46.76753282546997,80437,grid,10.0.0.101,46.76753282546997,1,0.06035174481383226,0.01990820269419091,0.05412232343780597,0.02706789673769415,0.019003713511598748,0.030040573960790552,0.05089875213477958,0.08611456527625756,0.018872302881318963,"/ddn/jchen/dev/batch/ray_ses/bopt/sge_run_e3f151f8_15_netParams_connParams_BC-_BC_GABA_weight=0.0604,netParams_connParams_BC-_PYR_GABA_weight=0.0199,netParams_connP_2023-09-20_01-51-05"
